,Institucion,Enfermedad,Year
8417,Clínica Universidad de Navarra,Heart failure,2020
8418,Clínica Universidad de Navarra,Insuficiencia cardíaca,2020
8419,Clínica Universidad de Navarra,Medicina cardiorrenal ,2020
8420,Clínica Universidad de Navarra,Cardiorenal medicine,2020
8421,Clínica Universidad de Navarra,Chronic kidney disease,2020
8422,Clínica Universidad de Navarra,Enfermedad renal crónica,2020
8423,Clínica Universidad de Navarra,Heart failure,2020
8424,Clínica Universidad de Navarra,Insuficiencia cardíaca,2020
8425,Clínica Universidad de Navarra,Medicina cardiorrenal ,2020
8426,Centro de Investigación Médica Universidad de Navarra,Cardiorenal medicine,2020
8427,Centro de Investigación Médica Universidad de Navarra,Chronic kidney disease,2020
8428,Centro de Investigación Médica Universidad de Navarra,Enfermedad renal crónica,2020
8429,Centro de Investigación Médica Universidad de Navarra,Heart failure,2020
8430,Centro de Investigación Médica Universidad de Navarra,Insuficiencia cardíaca,2020
8431,Centro de Investigación Médica Universidad de Navarra,Medicina cardiorrenal ,2020
8432,Centro de Investigación Médica Universidad de Navarra,Cardiorenal medicine,2020
8433,Centro de Investigación Médica Universidad de Navarra,Chronic kidney disease,2020
8434,Centro de Investigación Médica Universidad de Navarra,Enfermedad renal crónica,2020
8435,Centro de Investigación Médica Universidad de Navarra,Heart failure,2020
8436,Centro de Investigación Médica Universidad de Navarra,Insuficiencia cardíaca,2020
8437,Centro de Investigación Médica Universidad de Navarra,Medicina cardiorrenal ,2020
8438,Centro de Investigación Médica Universidad de Navarra,Cardiorenal medicine,2020
8439,Centro de Investigación Médica Universidad de Navarra,Chronic kidney disease,2020
8440,Centro de Investigación Médica Universidad de Navarra,Enfermedad renal crónica,2020
8441,Centro de Investigación Médica Universidad de Navarra,Heart failure,2020
8442,Centro de Investigación Médica Universidad de Navarra,Insuficiencia cardíaca,2020
8443,Centro de Investigación Médica Universidad de Navarra,Medicina cardiorrenal ,2020
8444,Centro de Investigación Médica Universidad de Navarra,Cardiorenal medicine,2020
8445,Centro de Investigación Médica Universidad de Navarra,Chronic kidney disease,2020
8446,Centro de Investigación Médica Universidad de Navarra,Enfermedad renal crónica,2020
8447,Centro de Investigación Médica Universidad de Navarra,Heart failure,2020
8448,Centro de Investigación Médica Universidad de Navarra,Insuficiencia cardíaca,2020
8449,Centro de Investigación Médica Universidad de Navarra,Medicina cardiorrenal ,2020
8450,Centro de Investigación Médica Universidad de Navarra,Cardiorenal medicine,2020
8451,Centro de Investigación Médica Universidad de Navarra,Chronic kidney disease,2020
8452,Centro de Investigación Médica Universidad de Navarra,Enfermedad renal crónica,2020
8453,Centro de Investigación Médica Universidad de Navarra,Heart failure,2020
8454,Centro de Investigación Médica Universidad de Navarra,Insuficiencia cardíaca,2020
8455,Centro de Investigación Médica Universidad de Navarra,Medicina cardiorrenal ,2020
8456,Clínica Universidad de Navarra,Cardiorenal medicine,2020
8457,Clínica Universidad de Navarra,Chronic kidney disease,2020
8458,Clínica Universidad de Navarra,Enfermedad renal crónica,2020
8459,Clínica Universidad de Navarra,Heart failure,2020
8460,Clínica Universidad de Navarra,Insuficiencia cardíaca,2020
8461,Clínica Universidad de Navarra,Medicina cardiorrenal ,2020
8462,Clínica Universidad de Navarra,Cardiorenal medicine,2020
8463,Clínica Universidad de Navarra,Chronic kidney disease,2020
8464,Clínica Universidad de Navarra,Enfermedad renal crónica,2020
8465,Clínica Universidad de Navarra,Heart failure,2020
8466,Clínica Universidad de Navarra,Insuficiencia cardíaca,2020
8467,Clínica Universidad de Navarra,Medicina cardiorrenal ,2020
8468,Clínica Universidad de Navarra,Cardiorenal medicine,2020
8469,Clínica Universidad de Navarra,Chronic kidney disease,2020
8470,Clínica Universidad de Navarra,Enfermedad renal crónica,2020
8471,Clínica Universidad de Navarra,Heart failure,2020
8472,Clínica Universidad de Navarra,Insuficiencia cardíaca,2020
8473,Clínica Universidad de Navarra,Medicina cardiorrenal ,2020
8474,Clínica Universidad de Navarra,Cardiorenal medicine,2020
8475,Clínica Universidad de Navarra,Chronic kidney disease,2020
8476,Clínica Universidad de Navarra,Enfermedad renal crónica,2020
8477,Clínica Universidad de Navarra,Heart failure,2020
8478,Clínica Universidad de Navarra,Insuficiencia cardíaca,2020
8479,Clínica Universidad de Navarra,Medicina cardiorrenal ,2020
8480,University of Malta,Androgen receptor repeats,2016
8481,University of Malta,Androgens,2016
8482,University of Malta,Biomarker,2016
8483,University of Malta,Colorectal cancer,2016
8484,University of Malta,Estrogen receptors,2016
8485,University of Malta,Risk prediction,2016
8486,University of Malta,Sertoli cells,2016
8487,University of Malta,Testosterone ,2016
8488,University of Malta,Androgen receptor repeats,2016
8489,University of Malta,Androgens,2016
8490,University of Malta,Biomarker,2016
8491,University of Malta,Colorectal cancer,2016
8492,University of Malta,Estrogen receptors,2016
8493,University of Malta,Risk prediction,2016
8494,University of Malta,Sertoli cells,2016
8495,University of Malta,Testosterone ,2016
8496,University of Malta,Androgen receptor repeats,2016
8497,University of Malta,Androgens,2016
8498,University of Malta,Biomarker,2016
8499,University of Malta,Colorectal cancer,2016
8500,University of Malta,Estrogen receptors,2016
8501,University of Malta,Risk prediction,2016
8502,University of Malta,Sertoli cells,2016
8503,University of Malta,Testosterone ,2016
8504,Universitas Indonesia,Breast feeding,2018
8505,Universitas Indonesia,Efficiency,2018
8506,Universitas Indonesia,Lactation,2018
8507,Universitas Indonesia,Workplace ,2018
8508,Universitas Indonesia,Breast feeding,2018
8509,Universitas Indonesia,Efficiency,2018
8510,Universitas Indonesia,Lactation,2018
8511,Universitas Indonesia,Workplace ,2018
8512,Universitas Indonesia,Breast feeding,2018
8513,Universitas Indonesia,Efficiency,2018
8514,Universitas Indonesia,Lactation,2018
8515,Universitas Indonesia,Workplace ,2018
8516,Universitas Indonesia,Breast feeding,2018
8517,Universitas Indonesia,Efficiency,2018
8518,Universitas Indonesia,Lactation,2018
8519,Universitas Indonesia,Workplace ,2018
8520,Universitas Indonesia,Breast feeding,2018
8521,Universitas Indonesia,Efficiency,2018
8522,Universitas Indonesia,Lactation,2018
8523,Universitas Indonesia,Workplace ,2018
8524,Universitas Indonesia,Breast feeding,2018
8525,Universitas Indonesia,Efficiency,2018
8526,Universitas Indonesia,Lactation,2018
8527,Universitas Indonesia,Workplace ,2018
8528,Universitas Indonesia,Breast feeding,2018
8529,Universitas Indonesia,Efficiency,2018
8530,Universitas Indonesia,Lactation,2018
8531,Universitas Indonesia,Workplace ,2018
8532,Universitas Indonesia,Breast feeding,2018
8533,Universitas Indonesia,Efficiency,2018
8534,Universitas Indonesia,Lactation,2018
8535,Universitas Indonesia,Workplace ,2018
8536,Vrije Universiteit Brussel,Breast feeding,2018
8537,Vrije Universiteit Brussel,Efficiency,2018
8538,Vrije Universiteit Brussel,Lactation,2018
8539,Vrije Universiteit Brussel,Workplace ,2018
8540,Hiroshima University,Lewis acidity,2021
8541,Hiroshima University,boranes,2021
8542,Hiroshima University,copper,2021
8543,Hiroshima University,palladium,2021
8544,Hiroshima University,stannanes ,2021
8545,Petersburg State University,data processing,2020
8546,Petersburg State University,gel based proteomics,2020
8547,Petersburg State University,gel free proteomics,2020
8548,Petersburg State University,glycation,2020
8549,Petersburg State University,glycosylation,2020
8550,Petersburg State University,phosphorylation,2020
8551,Petersburg State University,post translational modifications,2020
8552,Petersburg State University,proteomics ,2020
8553,Petersburg State University,data processing,2020
8554,Petersburg State University,gel based proteomics,2020
8555,Petersburg State University,gel free proteomics,2020
8556,Petersburg State University,glycation,2020
8557,Petersburg State University,glycosylation,2020
8558,Petersburg State University,phosphorylation,2020
8559,Petersburg State University,post translational modifications,2020
8560,Petersburg State University,proteomics ,2020
8561,Petersburg State University,data processing,2020
8562,Petersburg State University,gel based proteomics,2020
8563,Petersburg State University,gel free proteomics,2020
8564,Petersburg State University,glycation,2020
8565,Petersburg State University,glycosylation,2020
8566,Petersburg State University,phosphorylation,2020
8567,Petersburg State University,post translational modifications,2020
8568,Petersburg State University,proteomics ,2020
8569,Petersburg State University,data processing,2020
8570,Petersburg State University,gel based proteomics,2020
8571,Petersburg State University,gel free proteomics,2020
8572,Petersburg State University,glycation,2020
8573,Petersburg State University,glycosylation,2020
8574,Petersburg State University,phosphorylation,2020
8575,Petersburg State University,post translational modifications,2020
8576,Petersburg State University,proteomics ,2020
8577,Petersburg State University,data processing,2020
8578,Petersburg State University,gel based proteomics,2020
8579,Petersburg State University,gel free proteomics,2020
8580,Petersburg State University,glycation,2020
8581,Petersburg State University,glycosylation,2020
8582,Petersburg State University,phosphorylation,2020
8583,Petersburg State University,post translational modifications,2020
8584,Petersburg State University,proteomics ,2020
8585,Petersburg State University,data processing,2020
8586,Petersburg State University,gel based proteomics,2020
8587,Petersburg State University,gel free proteomics,2020
8588,Petersburg State University,glycation,2020
8589,Petersburg State University,glycosylation,2020
8590,Petersburg State University,phosphorylation,2020
8591,Petersburg State University,post translational modifications,2020
8592,Petersburg State University,proteomics ,2020
8593,Petersburg State University,data processing,2020
8594,Petersburg State University,gel based proteomics,2020
8595,Petersburg State University,gel free proteomics,2020
8596,Petersburg State University,glycation,2020
8597,Petersburg State University,glycosylation,2020
8598,Petersburg State University,phosphorylation,2020
8599,Petersburg State University,post translational modifications,2020
8600,Petersburg State University,proteomics ,2020
8601,Petersburg State University,data processing,2020
8602,Petersburg State University,gel based proteomics,2020
8603,Petersburg State University,gel free proteomics,2020
8604,Petersburg State University,glycation,2020
8605,Petersburg State University,glycosylation,2020
8606,Petersburg State University,phosphorylation,2020
8607,Petersburg State University,post translational modifications,2020
8608,Petersburg State University,proteomics ,2020
8609,Institute of Analytical Instrumentation,data processing,2020
8610,Institute of Analytical Instrumentation,gel based proteomics,2020
8611,Institute of Analytical Instrumentation,gel free proteomics,2020
8612,Institute of Analytical Instrumentation,glycation,2020
8613,Institute of Analytical Instrumentation,glycosylation,2020
8614,Institute of Analytical Instrumentation,phosphorylation,2020
8615,Institute of Analytical Instrumentation,post translational modifications,2020
8616,Institute of Analytical Instrumentation,proteomics ,2020
8617,Russia Research Institute for Agricultural Microbiology,data processing,2020
8618,Russia Research Institute for Agricultural Microbiology,gel based proteomics,2020
8619,Russia Research Institute for Agricultural Microbiology,gel free proteomics,2020
8620,Russia Research Institute for Agricultural Microbiology,glycation,2020
8621,Russia Research Institute for Agricultural Microbiology,glycosylation,2020
8622,Russia Research Institute for Agricultural Microbiology,phosphorylation,2020
8623,Russia Research Institute for Agricultural Microbiology,post translational modifications,2020
8624,Russia Research Institute for Agricultural Microbiology,proteomics ,2020
8625,Russia Research Institute for Agricultural Microbiology,data processing,2020
8626,Russia Research Institute for Agricultural Microbiology,gel based proteomics,2020
8627,Russia Research Institute for Agricultural Microbiology,gel free proteomics,2020
8628,Russia Research Institute for Agricultural Microbiology,glycation,2020
8629,Russia Research Institute for Agricultural Microbiology,glycosylation,2020
8630,Russia Research Institute for Agricultural Microbiology,phosphorylation,2020
8631,Russia Research Institute for Agricultural Microbiology,post translational modifications,2020
8632,Russia Research Institute for Agricultural Microbiology,proteomics ,2020
8633,Petersburg State University,data processing,2020
8634,Petersburg State University,gel based proteomics,2020
8635,Petersburg State University,gel free proteomics,2020
8636,Petersburg State University,glycation,2020
8637,Petersburg State University,glycosylation,2020
8638,Petersburg State University,phosphorylation,2020
8639,Petersburg State University,post translational modifications,2020
8640,Petersburg State University,proteomics ,2020
8641,Leibniz Institute of Plant Biochemistry,data processing,2020
8642,Leibniz Institute of Plant Biochemistry,gel based proteomics,2020
8643,Leibniz Institute of Plant Biochemistry,gel free proteomics,2020
8644,Leibniz Institute of Plant Biochemistry,glycation,2020
8645,Leibniz Institute of Plant Biochemistry,glycosylation,2020
8646,Leibniz Institute of Plant Biochemistry,phosphorylation,2020
8647,Leibniz Institute of Plant Biochemistry,post translational modifications,2020
8648,Leibniz Institute of Plant Biochemistry,proteomics ,2020
8649,Petersburg State University,data processing,2020
8650,Petersburg State University,gel based proteomics,2020
8651,Petersburg State University,gel free proteomics,2020
8652,Petersburg State University,glycation,2020
8653,Petersburg State University,glycosylation,2020
8654,Petersburg State University,phosphorylation,2020
8655,Petersburg State University,post translational modifications,2020
8656,Petersburg State University,proteomics ,2020
8657,Ohu University School of Dentistry,Acidic extracellular pH,2018
8658,Ohu University School of Dentistry,Glutamine metabolism,2018
8659,Ohu University School of Dentistry,Glycolysis,2018
8660,Ohu University School of Dentistry,Warburg effect ,2018
8661,Ohu University School of Dentistry,Acidic extracellular pH,2018
8662,Ohu University School of Dentistry,Glutamine metabolism,2018
8663,Ohu University School of Dentistry,Glycolysis,2018
8664,Ohu University School of Dentistry,Warburg effect ,2018
8665,Ohu University School of Dentistry,Acidic extracellular pH,2018
8666,Ohu University School of Dentistry,Glutamine metabolism,2018
8667,Ohu University School of Dentistry,Glycolysis,2018
8668,Ohu University School of Dentistry,Warburg effect ,2018
8669,Ohu University School of Dentistry,Acidic extracellular pH,2018
8670,Ohu University School of Dentistry,Glutamine metabolism,2018
8671,Ohu University School of Dentistry,Glycolysis,2018
8672,Ohu University School of Dentistry,Warburg effect ,2018
8673,Manipal Institute of Technology,Classification algorithm,2019
8674,Manipal Institute of Technology,Computer aided diagnosis,2019
8675,Manipal Institute of Technology,Machine learning,2019
8676,Manipal Institute of Technology,Neurological disorder ,2019
8677,Department of Electronics and Computer Engineering,Classification algorithm,2019
8678,Department of Electronics and Computer Engineering,Computer aided diagnosis,2019
8679,Department of Electronics and Computer Engineering,Machine learning,2019
8680,Department of Electronics and Computer Engineering,Neurological disorder ,2019
8681,The Ohio State University,Classification algorithm,2019
8682,The Ohio State University,Computer aided diagnosis,2019
8683,The Ohio State University,Machine learning,2019
8684,The Ohio State University,Neurological disorder ,2019
8685,center,Coronary artery disease,2019
8686,center,Coronary circulation,2019
8687,center,Fractional flow reserve,2019
8688,center,Instantaneous wave free ratio ,2019
8689,Gifu Heart Center,Coronary artery disease,2019
8690,Gifu Heart Center,Coronary circulation,2019
8691,Gifu Heart Center,Fractional flow reserve,2019
8692,Gifu Heart Center,Instantaneous wave free ratio ,2019
8693,Gifu Heart Center,Coronary artery disease,2019
8694,Gifu Heart Center,Coronary circulation,2019
8695,Gifu Heart Center,Fractional flow reserve,2019
8696,Gifu Heart Center,Instantaneous wave free ratio ,2019
8697,Gifu Heart Center,Coronary artery disease,2019
8698,Gifu Heart Center,Coronary circulation,2019
8699,Gifu Heart Center,Fractional flow reserve,2019
8700,Gifu Heart Center,Instantaneous wave free ratio ,2019
8701,Gifu Heart Center,Coronary artery disease,2019
8702,Gifu Heart Center,Coronary circulation,2019
8703,Gifu Heart Center,Fractional flow reserve,2019
8704,Gifu Heart Center,Instantaneous wave free ratio ,2019
8705,Gifu Heart Center,Coronary artery disease,2019
8706,Gifu Heart Center,Coronary circulation,2019
8707,Gifu Heart Center,Fractional flow reserve,2019
8708,Gifu Heart Center,Instantaneous wave free ratio ,2019
8709,Gifu Heart Center,Coronary artery disease,2019
8710,Gifu Heart Center,Coronary circulation,2019
8711,Gifu Heart Center,Fractional flow reserve,2019
8712,Gifu Heart Center,Instantaneous wave free ratio ,2019
8713,Gifu Heart Center,Coronary artery disease,2019
8714,Gifu Heart Center,Coronary circulation,2019
8715,Gifu Heart Center,Fractional flow reserve,2019
8716,Gifu Heart Center,Instantaneous wave free ratio ,2019
8717,Gifu Heart Center,Coronary artery disease,2019
8718,Gifu Heart Center,Coronary circulation,2019
8719,Gifu Heart Center,Fractional flow reserve,2019
8720,Gifu Heart Center,Instantaneous wave free ratio ,2019
8721,Gifu Heart Center,Coronary artery disease,2019
8722,Gifu Heart Center,Coronary circulation,2019
8723,Gifu Heart Center,Fractional flow reserve,2019
8724,Gifu Heart Center,Instantaneous wave free ratio ,2019
8725,Gifu Heart Center,Coronary artery disease,2019
8726,Gifu Heart Center,Coronary circulation,2019
8727,Gifu Heart Center,Fractional flow reserve,2019
8728,Gifu Heart Center,Instantaneous wave free ratio ,2019
8729,University of Pennsylvania Health System,Alpha linolenic acid ALA ,2017
8730,University of Pennsylvania Health System,Dietary supplement,2017
8731,University of Pennsylvania Health System,Docosahexaenoic acid DHA ,2017
8732,University of Pennsylvania Health System,Eicosapentaenoic acid EPA ,2017
8733,University of Pennsylvania Health System,Ethyl ester EE ,2017
8734,University of Pennsylvania Health System,Fatty acid FA ,2017
8735,University of Pennsylvania Health System,Free FA FFA ,2017
8736,University of Pennsylvania Health System,Linoleic acid LA ,2017
8737,University of Pennsylvania Health System,Omega 3 FA n 3FA ,2017
8738,University of Pennsylvania Health System,Triglycerides TG ,2017
8739,University of Pennsylvania Health System,Alpha linolenic acid ALA ,2017
8740,University of Pennsylvania Health System,Dietary supplement,2017
8741,University of Pennsylvania Health System,Docosahexaenoic acid DHA ,2017
8742,University of Pennsylvania Health System,Eicosapentaenoic acid EPA ,2017
8743,University of Pennsylvania Health System,Ethyl ester EE ,2017
8744,University of Pennsylvania Health System,Fatty acid FA ,2017
8745,University of Pennsylvania Health System,Free FA FFA ,2017
8746,University of Pennsylvania Health System,Linoleic acid LA ,2017
8747,University of Pennsylvania Health System,Omega 3 FA n 3FA ,2017
8748,University of Pennsylvania Health System,Triglycerides TG ,2017
8749,University of Pennsylvania Health System,Alpha linolenic acid ALA ,2017
8750,University of Pennsylvania Health System,Dietary supplement,2017
8751,University of Pennsylvania Health System,Docosahexaenoic acid DHA ,2017
8752,University of Pennsylvania Health System,Eicosapentaenoic acid EPA ,2017
8753,University of Pennsylvania Health System,Ethyl ester EE ,2017
8754,University of Pennsylvania Health System,Fatty acid FA ,2017
8755,University of Pennsylvania Health System,Free FA FFA ,2017
8756,University of Pennsylvania Health System,Linoleic acid LA ,2017
8757,University of Pennsylvania Health System,Omega 3 FA n 3FA ,2017
8758,University of Pennsylvania Health System,Triglycerides TG ,2017
8759,Novartis Institutes for BioMedical Research,Axial spondyloarthritis,2021
8760,Novartis Institutes for BioMedical Research,Biologics,2021
8761,Novartis Institutes for BioMedical Research,IL 17,2021
8762,Novartis Institutes for BioMedical Research,Psoriasis,2021
8763,Novartis Institutes for BioMedical Research,Psoriatic arthritis,2021
8764,Novartis Institutes for BioMedical Research,Secukinumab ,2021
8765,Novartis Institutes for BioMedical Research,Axial spondyloarthritis,2021
8766,Novartis Institutes for BioMedical Research,Biologics,2021
8767,Novartis Institutes for BioMedical Research,IL 17,2021
8768,Novartis Institutes for BioMedical Research,Psoriasis,2021
8769,Novartis Institutes for BioMedical Research,Psoriatic arthritis,2021
8770,Novartis Institutes for BioMedical Research,Secukinumab ,2021
8771,Science University,Axial spondyloarthritis,2021
8772,Science University,Biologics,2021
8773,Science University,IL 17,2021
8774,Science University,Psoriasis,2021
8775,Science University,Psoriatic arthritis,2021
8776,Science University,Secukinumab ,2021
8777,The Rockefeller University,Axial spondyloarthritis,2021
8778,The Rockefeller University,Biologics,2021
8779,The Rockefeller University,IL 17,2021
8780,The Rockefeller University,Psoriasis,2021
8781,The Rockefeller University,Psoriatic arthritis,2021
8782,The Rockefeller University,Secukinumab ,2021
8783,Novartis Institutes for BioMedical Research,Axial spondyloarthritis,2021
8784,Novartis Institutes for BioMedical Research,Biologics,2021
8785,Novartis Institutes for BioMedical Research,IL 17,2021
8786,Novartis Institutes for BioMedical Research,Psoriasis,2021
8787,Novartis Institutes for BioMedical Research,Psoriatic arthritis,2021
8788,Novartis Institutes for BioMedical Research,Secukinumab ,2021
8789,Novartis Institutes for BioMedical Research,Axial spondyloarthritis,2021
8790,Novartis Institutes for BioMedical Research,Biologics,2021
8791,Novartis Institutes for BioMedical Research,IL 17,2021
8792,Novartis Institutes for BioMedical Research,Psoriasis,2021
8793,Novartis Institutes for BioMedical Research,Psoriatic arthritis,2021
8794,Novartis Institutes for BioMedical Research,Secukinumab ,2021
8795,University of Glasgow,Axial spondyloarthritis,2021
8796,University of Glasgow,Biologics,2021
8797,University of Glasgow,IL 17,2021
8798,University of Glasgow,Psoriasis,2021
8799,University of Glasgow,Psoriatic arthritis,2021
8800,University of Glasgow,Secukinumab ,2021
8801,University of Rochester Medical Center,Axial spondyloarthritis,2021
8802,University of Rochester Medical Center,Biologics,2021
8803,University of Rochester Medical Center,IL 17,2021
8804,University of Rochester Medical Center,Psoriasis,2021
8805,University of Rochester Medical Center,Psoriatic arthritis,2021
8806,University of Rochester Medical Center,Secukinumab ,2021
8807,Tufts Medical Center,Axial spondyloarthritis,2021
8808,Tufts Medical Center,Biologics,2021
8809,Tufts Medical Center,IL 17,2021
8810,Tufts Medical Center,Psoriasis,2021
8811,Tufts Medical Center,Psoriatic arthritis,2021
8812,Tufts Medical Center,Secukinumab ,2021
8813,Nuremberg and Universitätsklinikum Erlangen,Axial spondyloarthritis,2021
8814,Nuremberg and Universitätsklinikum Erlangen,Biologics,2021
8815,Nuremberg and Universitätsklinikum Erlangen,IL 17,2021
8816,Nuremberg and Universitätsklinikum Erlangen,Psoriasis,2021
8817,Nuremberg and Universitätsklinikum Erlangen,Psoriatic arthritis,2021
8818,Nuremberg and Universitätsklinikum Erlangen,Secukinumab ,2021
8819,Novartis Institutes for BioMedical Research,Axial spondyloarthritis,2021
8820,Novartis Institutes for BioMedical Research,Biologics,2021
8821,Novartis Institutes for BioMedical Research,IL 17,2021
8822,Novartis Institutes for BioMedical Research,Psoriasis,2021
8823,Novartis Institutes for BioMedical Research,Psoriatic arthritis,2021
8824,Novartis Institutes for BioMedical Research,Secukinumab ,2021
8825,University Hospital Basel and Dermatologie am Rhein,Axial spondyloarthritis,2021
8826,University Hospital Basel and Dermatologie am Rhein,Biologics,2021
8827,University Hospital Basel and Dermatologie am Rhein,IL 17,2021
8828,University Hospital Basel and Dermatologie am Rhein,Psoriasis,2021
8829,University Hospital Basel and Dermatologie am Rhein,Psoriatic arthritis,2021
8830,University Hospital Basel and Dermatologie am Rhein,Secukinumab ,2021
8831,Novartis Institutes for BioMedical Research,Axial spondyloarthritis,2021
8832,Novartis Institutes for BioMedical Research,Biologics,2021
8833,Novartis Institutes for BioMedical Research,IL 17,2021
8834,Novartis Institutes for BioMedical Research,Psoriasis,2021
8835,Novartis Institutes for BioMedical Research,Psoriatic arthritis,2021
8836,Novartis Institutes for BioMedical Research,Secukinumab ,2021
8837,Novartis Institutes for BioMedical Research,Axial spondyloarthritis,2021
8838,Novartis Institutes for BioMedical Research,Biologics,2021
8839,Novartis Institutes for BioMedical Research,IL 17,2021
8840,Novartis Institutes for BioMedical Research,Psoriasis,2021
8841,Novartis Institutes for BioMedical Research,Psoriatic arthritis,2021
8842,Novartis Institutes for BioMedical Research,Secukinumab ,2021
8843,Novartis Institutes for BioMedical Research,Axial spondyloarthritis,2021
8844,Novartis Institutes for BioMedical Research,Biologics,2021
8845,Novartis Institutes for BioMedical Research,IL 17,2021
8846,Novartis Institutes for BioMedical Research,Psoriasis,2021
8847,Novartis Institutes for BioMedical Research,Psoriatic arthritis,2021
8848,Novartis Institutes for BioMedical Research,Secukinumab ,2021
8849,Novartis Institutes for BioMedical Research,Axial spondyloarthritis,2021
8850,Novartis Institutes for BioMedical Research,Biologics,2021
8851,Novartis Institutes for BioMedical Research,IL 17,2021
8852,Novartis Institutes for BioMedical Research,Psoriasis,2021
8853,Novartis Institutes for BioMedical Research,Psoriatic arthritis,2021
8854,Novartis Institutes for BioMedical Research,Secukinumab ,2021
8855,University of Mississippi,Fluoride,2019
8856,University of Mississippi,collagen synthesis disruption,2019
8857,University of Mississippi,enzyme inhibition,2019
8858,University of Mississippi,tubular degeneration ,2019
8859,Institute,Africa,2019
8860,Institute,Belt and Road Initiative,2019
8861,Institute,China aid,2019
8862,Institute,Cooperation,2019
8863,Institute,Public health ,2019
8864,Tianjin University,Africa,2019
8865,Tianjin University,Belt and Road Initiative,2019
8866,Tianjin University,China aid,2019
8867,Tianjin University,Cooperation,2019
8868,Tianjin University,Public health ,2019
8869,Tianjin University of Technology,Africa,2019
8870,Tianjin University of Technology,Belt and Road Initiative,2019
8871,Tianjin University of Technology,China aid,2019
8872,Tianjin University of Technology,Cooperation,2019
8873,Tianjin University of Technology,Public health ,2019
8874,Tianjin University of Technology,Africa,2019
8875,Tianjin University of Technology,Belt and Road Initiative,2019
8876,Tianjin University of Technology,China aid,2019
8877,Tianjin University of Technology,Cooperation,2019
8878,Tianjin University of Technology,Public health ,2019
8879,Duke University,Africa,2019
8880,Duke University,Belt and Road Initiative,2019
8881,Duke University,China aid,2019
8882,Duke University,Cooperation,2019
8883,Duke University,Public health ,2019
8884,National Institute of Parasitic Diseases,Africa,2019
8885,National Institute of Parasitic Diseases,Belt and Road Initiative,2019
8886,National Institute of Parasitic Diseases,China aid,2019
8887,National Institute of Parasitic Diseases,Cooperation,2019
8888,National Institute of Parasitic Diseases,Public health ,2019
8889,Aberystwyth University,cryptosporidium,2019
8890,Aberystwyth University,genome,2019
8891,Aberystwyth University,genotyping,2019
8892,Aberystwyth University,multiplicity of infection,2019
8893,Aberystwyth University,public health,2019
8894,Aberystwyth University,sequencing ,2019
8895,Singleton Hospital,cryptosporidium,2019
8896,Singleton Hospital,genome,2019
8897,Singleton Hospital,genotyping,2019
8898,Singleton Hospital,multiplicity of infection,2019
8899,Singleton Hospital,public health,2019
8900,Singleton Hospital,sequencing ,2019
8901,Aberystwyth University,cryptosporidium,2019
8902,Aberystwyth University,genome,2019
8903,Aberystwyth University,genotyping,2019
8904,Aberystwyth University,multiplicity of infection,2019
8905,Aberystwyth University,public health,2019
8906,Aberystwyth University,sequencing ,2019
8907,Singleton Hospital,cryptosporidium,2019
8908,Singleton Hospital,genome,2019
8909,Singleton Hospital,genotyping,2019
8910,Singleton Hospital,multiplicity of infection,2019
8911,Singleton Hospital,public health,2019
8912,Singleton Hospital,sequencing ,2019
8913,Washington University School of Medicine,Alzheimer s disease,2021
8914,Washington University School of Medicine,Parkinson s disease,2021
8915,Washington University School of Medicine,nanotechnology nanomaterials,2021
8916,Washington University School of Medicine,nanozymes,2021
8917,Washington University School of Medicine,oxidative stress ,2021
8918,University of Maryland Baltimore County,Alzheimer s disease,2021
8919,University of Maryland Baltimore County,Parkinson s disease,2021
8920,University of Maryland Baltimore County,nanotechnology nanomaterials,2021
8921,University of Maryland Baltimore County,nanozymes,2021
8922,University of Maryland Baltimore County,oxidative stress ,2021
8923,Johns Hopkins University School of Medicine,Alzheimer s disease,2021
8924,Johns Hopkins University School of Medicine,Parkinson s disease,2021
8925,Johns Hopkins University School of Medicine,nanotechnology nanomaterials,2021
8926,Johns Hopkins University School of Medicine,nanozymes,2021
8927,Johns Hopkins University School of Medicine,oxidative stress ,2021
8928,Johns Hopkins University School of Medicine,Alzheimer s disease,2021
8929,Johns Hopkins University School of Medicine,Parkinson s disease,2021
8930,Johns Hopkins University School of Medicine,nanotechnology nanomaterials,2021
8931,Johns Hopkins University School of Medicine,nanozymes,2021
8932,Johns Hopkins University School of Medicine,oxidative stress ,2021
8933,Johns Hopkins University School of Medicine,Alzheimer s disease,2021
8934,Johns Hopkins University School of Medicine,Parkinson s disease,2021
8935,Johns Hopkins University School of Medicine,nanotechnology nanomaterials,2021
8936,Johns Hopkins University School of Medicine,nanozymes,2021
8937,Johns Hopkins University School of Medicine,oxidative stress ,2021
8938,Johns Hopkins University School of Medicine,Alzheimer s disease,2021
8939,Johns Hopkins University School of Medicine,Parkinson s disease,2021
8940,Johns Hopkins University School of Medicine,nanotechnology nanomaterials,2021
8941,Johns Hopkins University School of Medicine,nanozymes,2021
8942,Johns Hopkins University School of Medicine,oxidative stress ,2021
8943,Xuchang University,Alzheimer s disease,2021
8944,Xuchang University,Parkinson s disease,2021
8945,Xuchang University,nanotechnology nanomaterials,2021
8946,Xuchang University,nanozymes,2021
8947,Xuchang University,oxidative stress ,2021
8948,University of North Carolina at Chapel Hill,Dementia,2017
